id,name
1,Абаза
2,Абакан
3,Абдулино
4,Абинск
5,Агидель
6,Агрыз
7,Адыгейск
8,Азнакаево
9,Азов
10,Ак-Довурак
11,Аксай
12,Алагир
13,Алапаевск
14,Алатырь
15,Алдан
16,Алейск
17,Александров
18,Александровск
19,Александровск-Сахалинский
20,Алексеевка
21,Алексин
22,Алзамай
23,Алупка
24,Алушта
25,Альметьевск
26,Амурск
27,Анадырь
28,Анапа
29,Ангарск
30,Андреаполь
31,Анжеро-Судженск
32,Анива
33,Апатиты
34,Апрелевка
35,Апшеронск
36,Арамиль
37,Аргун
38,Ардатов
39,Ардон
40,Арзамас
41,Аркадак
42,Армавир
43,Армянск
44,Арсеньев
45,Арск
46,Артём
47,Артёмовск
48,Артёмовский
49,Архангельск
50,Асбест
51,Асино
52,Астрахань
53,Аткарск
54,Ахтубинск
55,Ачинск
56,Аша
57,Бабаево
58,Бабушкин
59,Бавлы
60,Багратионовск
61,Байкальск
62,Баймак
63,Бакал
64,Баксан
65,Балабаново
66,Балаково
67,Балахна
68,Балашиха
69,Балашов
70,Балей
71,Балтийск
72,Барабинск
73,Барнаул
74,Барыш
75,Батайск
76,Бахчисарай
77,Бежецк
78,Белая Калитва
79,Белая Холуница
80,Белгород
81,Белебей
82,Белёв
83,Белинский
84,Белово
85,Белогорск
86,Белогорск
87,Белозерск
88,Белокуриха
89,Беломорск
90,Белоозёрский
91,Белорецк
92,Белореченск
93,Белоусово
94,Белоярский
95,Белый
96,Бердск
97,Березники
98,Берёзовский
99,Берёзовский
100,Беслан
101,Бийск
102,Бикин
103,Билибино
104,Биробиджан
105,Бирск
106,Бирюсинск
107,Бирюч
108,Благовещенск
109,Благовещенск
110,Благодарный
111,Бобров
112,Богданович
113,Богородицк
114,Богородск
115,Боготол
116,Богучар
117,Бодайбо
118,Бокситогорск
119,Болгар
120,Бологое
121,Болотное
122,Болохово
123,Болхов
124,Большой Камень
125,Бор
126,Борзя
127,Борисоглебск
128,Боровичи
129,Боровск
130,Бородино
131,Братск
132,Бронницы
133,Брянск
134,Бугульма
135,Бугуруслан
136,Будённовск
137,Бузулук
138,Буинск
139,Буй
140,Буйнакск
141,Бутурлиновка
142,Валдай
143,Валуйки
144,Велиж
145,Великие Луки
146,Великий Новгород
147,Великий Устюг
148,Вельск
149,Венёв
150,Верещагино
151,Верея
152,Верхнеуральск
153,Верхний Тагил
154,Верхний Уфалей
155,Верхняя Пышма
156,Верхняя Салда
157,Верхняя Тура
158,Верхотурье
159,Верхоянск
160,Весьегонск
161,Ветлуга
162,Видное
163,Вилюйск
164,Вилючинск
165,Вихоревка
166,Вичуга
167,Владивосток
168,Владикавказ
169,Владимир
170,Волгоград
171,Волгодонск
172,Волгореченск
173,Волжск
174,Волжский
175,Вологда
176,Володарск
177,Волоколамск
178,Волосово
179,Волхов
180,Волчанск
181,Вольск
182,Воркута
183,Воронеж
184,Ворсма
185,Воскресенск
186,Воткинск
187,Всеволожск
188,Вуктыл
189,Выборг
190,Выкса
191,Высоковск
192,Высоцк
193,Вытегра
194,Вышний Волочёк
195,Вяземский
196,Вязники
197,Вязьма
198,Вятские Поляны
199,Гаврилов Посад
200,Гаврилов-Ям
201,Гагарин
202,Гаджиево
203,Гай
204,Галич
205,Гатчина
206,Гвардейск
207,Гдов
208,Геленджик
209,Георгиевск
210,Глазов
211,Голицыно
212,Горбатов
213,Горно-Алтайск
214,Горнозаводск
215,Горняк
216,Городец
217,Городище
218,Городовиковск
219,Гороховец
220,Горячий Ключ
221,Грайворон
222,Гремячинск
223,Грозный
224,Грязи
225,Грязовец
226,Губаха
227,Губкин
228,Губкинский
229,Гудермес
230,Гуково
231,Гулькевичи
232,Гурьевск
233,Гурьевск
234,Гусев
235,Гусиноозёрск
236,Гусь-Хрустальный
237,Давлеканово
238,Дагестанские Огни
239,Далматово
240,Дальнегорск
241,Дальнереченск
242,Данилов
243,Данков
244,Дегтярск
245,Дедовск
246,Демидов
247,Дербент
248,Десногорск
249,Джанкой
250,Дзержинск
251,Дзержинский
252,Дивногорск
253,Дигора
254,Димитровград
255,Дмитриев
256,Дмитров
257,Дмитровск
258,Дно
259,Добрянка
260,Долгопрудный
261,Долинск
262,Домодедово
263,Донецк
264,Донской
265,Дорогобуж
266,Дрезна
267,Дубна
268,Дубовка
269,Дудинка
270,Духовщина
271,Дюртюли
272,Дятьково
273,Евпатория
274,Егорьевск
275,Ейск
276,Екатеринбург
277,Елабуга
278,Елец
279,Елизово
280,Ельня
281,Еманжелинск
282,Емва
283,Енисейск
284,Ермолино
285,Ершов
286,Ессентуки
287,Ефремов
288,Железноводск
289,Железногорск
290,Железногорск
291,Железногорск-Илимский
292,Жердевка
293,Жигулёвск
294,Жиздра
295,Жирновск
296,Жуков
297,Жуковка
298,Жуковский
299,Завитинск
300,Заводоуковск
301,Заволжск
302,Заволжье
303,Задонск
304,Заинск
305,Закаменск
306,Заозёрный
307,Заозёрск
308,Западная Двина
309,Заполярный
310,Зарайск
311,Заречный
312,Заречный
313,Заринск
314,Звенигово
315,Звенигород
316,Зверево
317,Зеленогорск
318,Зеленоградск
319,Зеленодольск
320,Зеленокумск
321,Зерноград
322,Зея
323,Зима
324,Златоуст
325,Злынка
326,Змеиногорск
327,Знаменск
328,Зубцов
329,Зуевка
330,Ивангород
331,Иваново
332,Ивантеевка
333,Ивдель
334,Игарка
335,Ижевск
336,Избербаш
337,Изобильный
338,Иланский
339,Инза
340,Иннополис
341,Инсар
342,Инта
343,Ипатово
344,Ирбит
345,Иркутск
346,Исилькуль
347,Искитим
348,Истра
349,Ишим
350,Ишимбай
351,Йошкар-Ола
352,Кадников
353,Казань
354,Калач
355,Калач-на-Дону
356,Калачинск
357,Калининград
358,Калининск
359,Калтан
360,Калуга
361,Калязин
362,Камбарка
363,Каменка
364,Каменногорск
365,Каменск-Уральский
366,Каменск-Шахтинский
367,Камень-на-Оби
368,Камешково
369,Камызяк
370,Камышин
371,Камышлов
372,Канаш
373,Кандалакша
374,Канск
375,Карабаново
376,Карабаш
377,Карабулак
378,Карасук
379,Карачаевск
380,Карачев
381,Каргат
382,Каргополь
383,Карпинск
384,Карталы
385,Касимов
386,Касли
387,Каспийск
388,Катав-Ивановск
389,Катайск
390,Качканар
391,Кашин
392,Кашира
393,Кедровый
394,Кемерово
395,Кемь
396,Керчь
397,Кизел
398,Кизилюрт
399,Кизляр
400,Кимовск
401,Кимры
402,Кингисепп
403,Кинель
404,Кинешма
405,Киреевск
406,Киренск
407,Киржач
408,Кириллов
409,Кириши
410,Киров
411,Киров
412,Кировград
413,Кирово-Чепецк
414,Кировск
415,Кировск
416,Кирс
417,Кирсанов
418,Киселёвск
419,Кисловодск
420,Клин
421,Клинцы
422,Княгинино
423,Ковдор
424,Ковров
425,Ковылкино
426,Когалым
427,Кодинск
428,Козельск
429,Козловка
430,Козьмодемьянск
431,Кола
432,Кологрив
433,Коломна
434,Колпашево
435,Кольчугино
436,Коммунар
437,Комсомольск
438,Комсомольск-на-Амуре
439,Конаково
440,Кондопога
441,Кондрово
442,Константиновск
443,Копейск
444,Кораблино
445,Кореновск
446,Коркино
447,Королёв
448,Короча
449,Корсаков
450,Коряжма
451,Костерёво
452,Костомукша
453,Кострома
454,Котельники
455,Котельниково
456,Котельнич
457,Котлас
458,Котово
459,Котовск
460,Кохма
461,Красавино
462,Красноармейск
463,Красноармейск
464,Красновишерск
465,Красногорск
466,Краснодар
467,Краснозаводск
468,Краснознаменск
469,Краснознаменск
470,Краснокаменск
471,Краснокамск
472,Красноперекопск
473,Краснослободск
474,Краснослободск
475,Краснотурьинск
476,Красноуральск
477,Красноуфимск
478,Красноярск
479,Красный Кут
480,Красный Сулин
481,Красный Холм
482,Кремёнки
483,Кропоткин
484,Крымск
485,Кстово
486,Кубинка
487,Кувандык
488,Кувшиново
489,Кудрово
490,Кудымкар
491,Кузнецк
492,Куйбышев
493,Кукмор
494,Кулебаки
495,Кумертау
496,Кунгур
497,Купино
498,Курган
499,Курганинск
500,Курильск
501,Курлово
502,Куровское
503,Курск
504,Куртамыш
505,Курчалой
506,Курчатов
507,Куса
508,Кушва
509,Кызыл
510,Кыштым
511,Кяхта
512,Лабинск
513,Лабытнанги
514,Лагань
515,Ладушкин
516,Лаишево
517,Лакинск
518,Лангепас
519,Лахденпохья
520,Лебедянь
521,Лениногорск
522,Ленинск
523,Ленинск-Кузнецкий
524,Ленск
525,Лермонтов
526,Лесной
527,Лесозаводск
528,Лесосибирск
529,Ливны
530,Ликино-Дулёво
531,Липецк
532,Липки
533,Лиски
534,Лихославль
535,Лобня
536,Лодейное Поле
537,Лосино-Петровский
538,Луга
539,Луза
540,Лукоянов
541,Луховицы
542,Лысково
543,Лысьва
544,Лыткарино
545,Льгов
546,Любань
547,Люберцы
548,Любим
549,Людиново
550,Лянтор
551,Магадан
552,Магас
553,Магнитогорск
554,Майкоп
555,Майский
556,Макаров
557,Макарьев
558,Макушино
559,Малая Вишера
560,Малгобек
561,Малмыж
562,Малоархангельск
563,Малоярославец
564,Мамадыш
565,Мамоново
566,Мантурово
567,Мариинск
568,Мариинский Посад
569,Маркс
570,Махачкала
571,Мглин
572,Мегион
573,Медвежьегорск
574,Медногорск
575,Медынь
576,Межгорье
577,Междуреченск
578,Мезень
579,Меленки
580,Мелеуз
581,Менделеевск
582,Мензелинск
583,Мещовск
584,Миасс
585,Микунь
586,Миллерово
587,Минеральные Воды
588,Минусинск
589,Миньяр
590,Мирный
591,Мирный
592,Михайлов
593,Михайловка
594,Михайловск
595,Михайловск
596,Мичуринск
597,Могоча
598,Можайск
599,Можга
600,Моздок
601,Мончегорск
602,Морозовск
603,Моршанск
604,Мосальск
605,Москва
606,Муравленко
607,Мураши
608,Мурино
609,Мурманск
610,Муром
611,Мценск
612,Мыски
613,Мытищи
614,Мышкин
615,Набережные Челны
616,Навашино
617,Наволоки
618,Надым
619,Назарово
620,Назрань
621,Называевск
622,Нальчик
623,Нариманов
624,Наро-Фоминск
625,Нарткала
626,Нарьян-Мар
627,Находка
628,Невель
629,Невельск
630,Невинномысск
631,Невьянск
632,Нелидово
633,Неман
634,Нерехта
635,Нерчинск
636,Нерюнгри
637,Нестеров
638,Нефтегорск
639,Нефтекамск
640,Нефтекумск
641,Нефтеюганск
642,Нея
643,Нижневартовск
644,Нижнекамск
645,Нижнеудинск
646,Нижние Серги
647,Нижний Ломов
648,Нижний Новгород
649,Нижний Тагил
650,Нижняя Салда
651,Нижняя Тура
652,Николаевск
653,Николаевск-на-Амуре
654,Никольск
655,Никольск
656,Никольское
657,Новая Ладога
658,Новая Ляля
659,Новоалександровск
660,Новоалтайск
661,Новоаннинский
662,Нововоронеж
663,Новодвинск
664,Новозыбков
665,Новокубанск
666,Новокузнецк
667,Новокуйбышевск
668,Новомичуринск
669,Новомосковск
670,Новопавловск
671,Новоржев
672,Новороссийск
673,Новосибирск
674,Новосиль
675,Новосокольники
676,Новотроицк
677,Новоузенск
678,Новоульяновск
679,Новоуральск
680,Новохопёрск
681,Новочебоксарск
682,Новочеркасск
683,Новошахтинск
684,Новый Оскол
685,Новый Уренгой
686,Ногинск
687,Нолинск
688,Норильск
689,Ноябрьск
690,Нурлат
691,Нытва
692,Нюрба
693,Нягань
694,Нязепетровск
695,Няндома
696,Облучье
697,Обнинск
698,Обоянь
699,Обь
700,Одинцово
701,Озёрск
702,Озёрск
703,Озёры
704,Октябрьск
705,Октябрьский
706,Окуловка
707,Олёкминск
708,Оленегорск
709,Олонец
710,Омск
711,Омутнинск
712,Онега
713,Опочка
714,Орёл
715,Оренбург
716,Орехово-Зуево
717,Орлов
718,Орск
719,Оса
720,Осинники
721,Осташков
722,Остров
723,Островной
724,Острогожск
725,Отрадное
726,Отрадный
727,Оха
728,Оханск
729,Очёр
730,Павлово
731,Павловск
732,Павловский Посад
733,Палласовка
734,Партизанск
735,Певек
736,Пенза
737,Первомайск
738,Первоуральск
739,Перевоз
740,Пересвет
741,Переславль-Залесский
742,Пермь
743,Пестово
744,Петров Вал
745,Петровск
746,Петровск-Забайкальский
747,Петрозаводск
748,Петропавловск-Камчатский
749,Петухово
750,Петушки
751,Печора
752,Печоры
753,Пикалёво
754,Пионерский
755,Питкяранта
756,Плавск
757,Пласт
758,Плёс
759,Поворино
760,Подольск
761,Подпорожье
762,Покачи
763,Покров
764,Покровск
765,Полевской
766,Полесск
767,Полысаево
768,Полярные Зори
769,Полярный
770,Поронайск
771,Порхов
772,Похвистнево
773,Почеп
774,Починок
775,Пошехонье
776,Правдинск
777,Приволжск
778,Приморск
779,Приморск
780,Приморско-Ахтарск
781,Приозерск
782,Прокопьевск
783,Пролетарск
784,Протвино
785,Прохладный
786,Псков
787,Пугачёв
788,Пудож
789,Пустошка
790,Пучеж
791,Пушкино
792,Пущино
793,Пыталово
794,Пыть-Ях
795,Пятигорск
796,Радужный
797,Радужный
798,Райчихинск
799,Раменское
800,Рассказово
801,Ревда
802,Реж
803,Реутов
804,Ржев
805,Родники
806,Рославль
807,Россошь
808,Ростов-на-Дону
809,Ростов
810,Рошаль
811,Ртищево
812,Рубцовск
813,Рудня
814,Руза
815,Рузаевка
816,Рыбинск
817,Рыбное
818,Рыльск
819,Ряжск
820,Рязань
821,Саки
822,Салават
823,Салаир
824,Салехард
825,Сальск
826,Самара
827,Санкт-Петербург
828,Саранск
829,Сарапул
830,Саратов
831,Саров
832,Сасово
833,Сатка
834,Сафоново
835,Саяногорск
836,Саянск
837,Светлогорск
838,Светлоград
839,Светлый
840,Светогорск
841,Свирск
842,Свободный
843,Себеж
844,Севастополь
845,Северо-Курильск
846,Северобайкальск
847,Северодвинск
848,Североморск
849,Североуральск
850,Северск
851,Севск
852,Сегежа
853,Сельцо
854,Семёнов
855,Семикаракорск
856,Семилуки
857,Сенгилей
858,Серафимович
859,Сергач
860,Сергиев Посад
861,Сердобск
862,Серов
863,Серпухов
864,Сертолово
865,Сибай
866,Сим
867,Симферополь
868,Сковородино
869,Скопин
870,Славгород
871,Славск
872,Славянск-на-Кубани
873,Сланцы
874,Слободской
875,Слюдянка
876,Смоленск
877,Снежинск
878,Снежногорск
879,Собинка
880,Советск
881,Советск
882,Советск
883,Советская Гавань
884,Советский
885,Сокол
886,Солигалич
887,Соликамск
888,Солнечногорск
889,Соль-Илецк
890,Сольвычегодск
891,Сольцы
892,Сорочинск
893,Сорск
894,Сортавала
895,Сосенский
896,Сосновка
897,Сосновоборск
