id,name
1,Абаза
2,Абакан
3,Абдулино
4,Абинск
5,Агидель
6,Агрыз
7,Адыгейск
8,Азнакаево
9,Азов
10,Ак-Довурак
11,Аксай
12,Алагир
13,Алапаевск
14,Алатырь
15,Алдан
16,Алейск
17,Александров
18,Александровск
19,Александровск-Сахалинский
20,Алексеевка
21,Алексин
22,Алзамай
23,Алупка
24,Алушта
25,Альметьевск
26,Амурск
27,Анадырь
28,Анапа
29,Ангарск
30,Андреаполь
31,Анжеро-Судженск
32,Анива
33,Апатиты
34,Апрелевка
35,Апшеронск
36,Арамиль
37,Аргун
38,Ардатов
39,Ардон
40,Арзамас
41,Аркадак
42,Армавир
43,Армянск
44,Арсеньев
45,Арск
46,Артём
47,Артёмовск
48,Артёмовский
49,Архангельск
50,Асбест
51,Асино
52,Астрахань
53,Аткарск
54,Ахтубинск
55,Ачинск
56,Ачхой-Мартан
57,Аша
58,Бабаево
59,Бабушкин
60,Бавлы
61,Багратионовск
62,Байкальск
63,Баймак
64,Бакал
65,Баксан
66,Балабаново
67,Балаково
68,Балахна
69,Балашиха
70,Балашов
71,Балей
72,Балтийск
73,Барабинск
74,Барнаул
75,Барыш
76,Батайск
77,Бахчисарай
78,Бежецк
79,Белая Калитва
80,Белая Холуница
81,Белгород
82,Белебей
83,Белёв
84,Белинский
85,Белово
86,Белогорск. Амурская область
87,Белогорск. Крым
88,Белозерск
89,Белокуриха
90,Беломорск
91,Белоозёрский
92,Белорецк
93,Белореченск
94,Белоусово
95,Белоярский
96,Белый
97,Бердск
98,Березники
99,Берёзовский. Кемеровская область
100,Берёзовский. Свердловская область
101,Беслан
102,Бийск
103,Бикин
104,Билибино
105,Биробиджан
106,Бирск
107,Бирюсинск
108,Бирюч
109,Благовещенск. Башкортостан
110,Благовещенск. Амурская область
111,Благодарный
112,Бобров
113,Богданович
114,Богородицк
115,Богородск
116,Боготол
117,Богучар
118,Бодайбо
119,Бокситогорск
120,Болгар
121,Бологое
122,Болотное
123,Болохово
124,Болхов
125,Большой Камень
126,Бор
127,Борзя
128,Борисоглебск
129,Боровичи
130,Боровск
131,Бородино
132,Братск
133,Бронницы
134,Брянск
135,Бугульма
136,Бугуруслан
137,Будённовск
138,Бузулук
139,Буинск
140,Буй
141,Буйнакск
142,Бутурлиновка
143,Валдай
144,Валуйки
145,Велиж
146,Великие Луки
147,Великий Новгород
148,Великий Устюг
149,Вельск
150,Венёв
151,Верещагино
152,Верея
153,Верхнеуральск
154,Верхний Тагил
155,Верхний Уфалей
156,Верхняя Пышма
157,Верхняя Салда
158,Верхняя Тура
159,Верхотурье
160,Верхоянск
161,Весьегонск
162,Ветлуга
163,Видное
164,Вилюйск
165,Вилючинск
166,Вихоревка
167,Вичуга
168,Владивосток
169,Владикавказ
170,Владимир
171,Волгоград
172,Волгодонск
173,Волгореченск
174,Волжск
175,Волжский
176,Вологда
177,Володарск
178,Волоколамск
179,Волосово
180,Волхов
181,Волчанск
182,Вольск
183,Воркута
184,Воронеж
185,Ворсма
186,Воскресенск
187,Воткинск
188,Всеволожск
189,Вуктыл
190,Выборг
191,Выкса
192,Высоковск
193,Высоцк
194,Вытегра
195,Вышний Волочёк
196,Вяземский
197,Вязники
198,Вязьма
199,Вятские Поляны
200,Гаврилов Посад
201,Гаврилов-Ям
202,Гагарин
203,Гаджиево
204,Гай
205,Галич
206,Гатчина
207,Гвардейск
208,Гдов
209,Геленджик
210,Георгиевск
211,Глазов
212,Голицыно
213,Горбатов
214,Горно-Алтайск
215,Горнозаводск
216,Горняк
217,Городец
218,Городище
219,Городовиковск
220,Гороховец
221,Горячий Ключ
222,Грайворон
223,Гремячинск
224,Грозный
225,Грязи
226,Грязовец
227,Губаха
228,Губкин
229,Губкинский
230,Гудермес
231,Гуково
232,Гулькевичи
233,Гурьевск. Калининградская область
234,Гурьевск. Кемеровская область
235,Гусев
236,Гусиноозёрск
237,Гусь-Хрустальный
238,Давлеканово
239,Дагестанские Огни
240,Далматово
241,Дальнегорск
242,Дальнереченск
243,Данилов
244,Данков
245,Дегтярск
246,Дедовск
247,Демидов
248,Дербент
249,Десногорск
250,Джанкой
251,Дзержинск
252,Дзержинский
253,Дивногорск
254,Дигора
255,Димитровград
256,Дмитриев
257,Дмитров
258,Дмитровск
259,Дно
260,Добрянка
261,Долгопрудный
262,Долинск
263,Домодедово
264,Донецк
265,Донской
266,Дорогобуж
267,Дрезна
268,Дубна
269,Дубовка
270,Дудинка
271,Духовщина
272,Дюртюли
273,Дятьково
274,Евпатория
275,Егорьевск
276,Ейск
277,Екатеринбург
278,Елабуга
279,Елец
280,Елизово
281,Ельня
282,Еманжелинск
283,Емва
284,Енисейск
285,Ермолино
286,Ершов
287,Ессентуки
288,Ефремов
289,Железноводск
290,Железногорск. Красноярский край
291,Железногорск. Курская область
292,Железногорск-Илимский
293,Жердевка
294,Жигулёвск
295,Жиздра
296,Жирновск
297,Жуков
298,Жуковка
299,Жуковский
300,Завитинск
301,Заводоуковск
302,Заволжск
303,Заволжье
304,Задонск
305,Заинск
306,Закаменск
307,Заозёрный
308,Заозёрск
309,Западная Двина
310,Заполярный
311,Зарайск
312,Заречный. Пензенская область
313,Заречный. Свердловская область
314,Заринск
315,Звенигово
316,Звенигород
317,Зверево
318,Зеленогорск
319,Зеленоградск
320,Зеленодольск
321,Зеленокумск
322,Зерноград
323,Зея
324,Зима
325,Златоуст
326,Злынка
327,Змеиногорск
328,Знаменск
329,Зубцов
330,Зуевка
331,Ивангород
332,Иваново
333,Ивантеевка
334,Ивдель
335,Игарка
336,Ижевск
337,Избербаш
338,Изобильный
339,Иланский
340,Инза
341,Иннополис
342,Инсар
343,Инта
344,Ипатово
345,Ирбит
346,Иркутск
347,Исилькуль
348,Искитим
349,Истра
350,Ишим
351,Ишимбай
352,Йошкар-Ола
353,Кадников
354,Казань
355,Калач
356,Калач-на-Дону
357,Калачинск
358,Калининград
359,Калининск
360,Калтан
361,Калуга
362,Калязин
363,Камбарка
364,Каменка
365,Каменногорск
366,Каменск-Уральский
367,Каменск-Шахтинский
368,Камень-на-Оби
369,Камешково
370,Камызяк
371,Камышин
372,Камышлов
373,Канаш
374,Кандалакша
375,Канск
376,Карабаново
377,Карабаш
378,Карабулак
379,Карасук
380,Карачаевск
381,Карачев
382,Каргат
383,Каргополь
384,Карпинск
385,Карталы
386,Касимов
387,Касли
388,Каспийск
389,Катав-Ивановск
390,Катайск
391,Качканар
392,Кашин
393,Кашира
394,Кедровый
395,Кемерово
396,Кемь
397,Керчь
398,Кизел
399,Кизилюрт
400,Кизляр
401,Кимовск
402,Кимры
403,Кингисепп
404,Кинель
405,Кинешма
406,Киреевск
407,Киренск
408,Киржач
409,Кириллов
410,Кириши
411,Киров. Калужская область
412,Киров. Кировская область
413,Кировград
414,Кирово-Чепецк
415,Кировск. Ленинградская область
416,Кировск. Мурманская область
417,Кирс
418,Кирсанов
419,Киселёвск
420,Кисловодск
421,Клин
422,Клинцы
423,Княгинино
424,Ковдор
425,Ковров
426,Ковылкино
427,Когалым
428,Кодинск
429,Козельск
430,Козловка
431,Козьмодемьянск
432,Кола
433,Кологрив
434,Коломна
435,Колпашево
436,Колтуши
437,Кольчугино
438,Коммунар
439,Комсомольск
440,Комсомольск-на-Амуре
441,Конаково
442,Кондопога
443,Кондрово
444,Константиновск
445,Копейск
446,Кораблино
447,Кореновск
448,Коркино
449,Королёв
450,Короча
451,Корсаков
452,Коряжма
453,Костерёво
454,Костомукша
455,Кострома
456,Котельники
457,Котельниково
458,Котельнич
459,Котлас
460,Котово
461,Котовск
462,Кохма
463,Красавино
464,Красноармейск. Московская область
465,Красноармейск. Саратовская область
466,Красновишерск
467,Красногорск
468,Краснодар
469,Краснозаводск
470,Краснознаменск. Калининградская область
471,Краснознаменск. Московская область
472,Краснокаменск
473,Краснокамск
474,Красноперекопск
475,Краснослободск. Волгоградская область
476,Краснослободск. Мордовия
477,Краснотурьинск
478,Красноуральск
479,Красноуфимск
480,Красноярск
481,Красный Кут
482,Красный Сулин
483,Красный Холм
484,Кремёнки
485,Кропоткин
486,Крымск
487,Кстово
488,Кубинка
489,Кувандык
490,Кувшиново
491,Кудрово
492,Кудымкар
493,Кузнецк
494,Куйбышев
495,Кукмор
496,Кулебаки
497,Кумертау
498,Кунгур
499,Купино
500,Курган
501,Курганинск
502,Курильск
503,Курлово
504,Куровское
505,Курск
506,Куртамыш
507,Курчалой
508,Курчатов
509,Куса
510,Кушва
511,Кызыл
512,Кыштым
513,Кяхта
514,Лабинск
515,Лабытнанги
516,Лагань
517,Ладушкин
518,Лаишево
519,Лакинск
520,Лангепас
521,Лахденпохья
522,Лебедянь
523,Лениногорск
524,Ленинск
525,Ленинск-Кузнецкий
526,Ленск
527,Лермонтов
528,Лесной
529,Лесозаводск
530,Лесосибирск
531,Ливны
532,Ликино-Дулёво
533,Липецк
534,Липки
535,Лиски
536,Лихославль
537,Лобня
538,Лодейное Поле
539,Лосино-Петровский
540,Луга
541,Луза
542,Лукоянов
543,Луховицы
544,Лысково
545,Лысьва
546,Лыткарино
547,Льгов
548,Любань
549,Люберцы
550,Любим
551,Людиново
552,Лянтор
553,Магадан
554,Магас
555,Магнитогорск
556,Майкоп
557,Майский
558,Макаров
559,Макарьев
560,Макушино
561,Малая Вишера
562,Малгобек
563,Малмыж
564,Малоархангельск
565,Малоярославец
566,Мамадыш
567,Мамоново
568,Мантурово
569,Мариинск
570,Мариинский Посад
571,Маркс
572,Махачкала
573,Мглин
574,Мегион
575,Медвежьегорск
576,Медногорск
577,Медынь
578,Межгорье
579,Междуреченск
580,Мезень
581,Меленки
582,Мелеуз
583,Менделеевск
584,Мензелинск
585,Мещовск
586,Миасс
587,Микунь
588,Миллерово
589,Минеральные Воды
590,Минусинск
591,Миньяр
592,Мирный. Якутия
593,Мирный. Архангельская область
594,Михайлов
595,Михайловка
596,Михайловск. Свердловская область
597,Михайловск. Ставропольский край
598,Мичуринск
599,Могоча
600,Можайск
601,Можга
602,Моздок
603,Мончегорск
604,Морозовск
605,Моршанск
606,Мосальск
607,Москва
608,Муравленко
609,Мураши
610,Мурино
611,Мурманск
612,Муром
613,Мценск
614,Мыски
615,Мытищи
616,Мышкин
617,Набережные Челны
618,Навашино
619,Наволоки
620,Надым
621,Назарово
622,Назрань
623,Называевск
624,Нальчик
625,Нариманов
626,Наро-Фоминск
627,Нарткала
628,Нарьян-Мар
629,Находка
630,Невель
631,Невельск
632,Невинномысск
633,Невьянск
634,Нелидово
635,Неман
636,Нерехта
637,Нерчинск
638,Нерюнгри
639,Нестеров
640,Нефтегорск
641,Нефтекамск
642,Нефтекумск
643,Нефтеюганск
644,Нея
645,Нижневартовск
646,Нижнекамск
647,Нижнеудинск
648,Нижние Серги
649,Нижний Ломов
650,Нижний Новгород
651,Нижний Тагил
652,Нижняя Салда
653,Нижняя Тура
654,Николаевск
655,Николаевск-на-Амуре
656,Никольск. Вологодская область
657,Никольск. Пензенская область
658,Никольское
659,Новая Ладога
660,Новая Ляля
661,Новоалександровск
662,Новоалтайск
663,Новоаннинский
664,Нововоронеж
665,Новодвинск
666,Новозыбков
667,Новокубанск
668,Новокузнецк
669,Новокуйбышевск
670,Новомичуринск
671,Новомосковск
672,Новопавловск
673,Новоржев
674,Новороссийск
675,Новосибирск
676,Новосиль
677,Новосокольники
678,Новотроицк
679,Новоузенск
680,Новоульяновск
681,Новоуральск
682,Новохопёрск
683,Новочебоксарск
684,Новочеркасск
685,Новошахтинск
686,Новый Оскол
687,Новый Уренгой
688,Ногинск
689,Нолинск
690,Норильск
691,Ноябрьск
692,Нурлат
693,Нытва
694,Нюрба
695,Нягань
696,Нязепетровск
697,Няндома
698,Облучье
699,Обнинск
700,Обоянь
701,Обь
702,Одинцово
703,Озёрск. Калининградская область
704,Озёрск. Челябинская область
705,Озёры
706,Октябрьск
707,Октябрьский
708,Окуловка
709,Олёкминск
710,Оленегорск
711,Олонец
712,Омск
713,Омутнинск
714,Онега
715,Опочка
716,Орёл
717,Оренбург
718,Орехово-Зуево
719,Орлов
720,Орск
721,Оса
722,Осинники
723,Осташков
724,Остров
725,Островной
726,Острогожск
727,Отрадное
728,Отрадный
729,Оха
730,Оханск
731,Очёр
732,Павлово
733,Павловск
734,Павловский Посад
735,Палласовка
736,Партизанск
737,Певек
738,Пенза
739,Первомайск
740,Первоуральск
741,Перевоз
742,Пересвет
743,Переславль-Залесский
744,Пермь
745,Пестово
746,Петров Вал
747,Петровск
748,Петровск-Забайкальский
749,Петрозаводск
750,Петропавловск-Камчатский
751,Петухово
752,Петушки
753,Печора
754,Печоры
755,Пикалёво
756,Пионерский
757,Питкяранта
758,Плавск
759,Пласт
760,Плёс
761,Поворино
762,Подольск
763,Подпорожье
764,Покачи
765,Покров
766,Покровск
767,Полевской
768,Полесск
769,Полысаево
770,Полярные Зори
771,Полярный
772,Поронайск
773,Порхов
774,Похвистнево
775,Почеп
776,Починок
777,Пошехонье
778,Правдинск
779,Приволжск
780,Приморск. Калининградская область
781,Приморск. Ленинградская область
782,Приморско-Ахтарск
783,Приозерск
784,Прокопьевск
785,Пролетарск
786,Протвино
787,Прохладный
788,Псков
789,Пугачёв
790,Пудож
791,Пустошка
792,Пучеж
793,Пушкино
794,Пущино
795,Пыталово
796,Пыть-Ях
797,Пятигорск
798,Радужный. Владимирская область
799,Радужный. Ханты-Мансийский АО
800,Райчихинск
801,Раменское
802,Рассказово
803,Ревда
804,Реж
805,Реутов
806,Ржев
807,Родники
808,Рославль
809,Россошь
810,Ростов-на-Дону
811,Ростов
812,Рошаль
813,Ртищево
814,Рубцовск
815,Рудня
816,Руза
817,Рузаевка
818,Рыбинск
819,Рыбное
820,Рыльск
821,Ряжск
822,Рязань
823,Саки
824,Салават
825,Салаир
826,Салехард
827,Сальск
828,Самара
829,Санкт-Петербург
830,Саранск
831,Сарапул
832,Саратов
833,Саров
834,Сасово
835,Сатка
836,Сафоново
837,Саяногорск
838,Саянск
839,Светлогорск
840,Светлоград
841,Светлый
842,Светогорск
843,Свирск
844,Свободный
845,Себеж
846,Севастополь
847,Северо-Курильск
848,Северобайкальск
849,Северодвинск
850,Североморск
851,Североуральск
852,Северск
853,Севск
854,Сегежа
855,Сельцо
856,Семёнов
857,Семикаракорск
858,Семилуки
859,Сенгилей
860,Серафимович
861,Сергач
862,Сергиев Посад
863,Сердобск
864,Серов
865,Серпухов
866,Сертолово
867,Сибай
868,Сим
